Target Champ,Enemy 1,Enemy 2,Enemy 3,Enemy 4,Enemy 5,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Player puuid,Match ID,Date added
Sett,Akali,LeeSin,Katarina,Lucian,Lux,Giant's Belt,Ruby Crystal,Frostfire Gauntlet,Doran's Shield,no item,Mercury's Treads,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729723054,04/02/2022
Sett,Gangplank,Graves,Galio,Samira,Rakan,no item,Refillable Potion,Stridebreaker,no item,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729460486,04/02/2022
Sett,Jayce,Gwen,Viktor,Samira,Rakan,Sterak's Gage,Black Cleaver,Turbo Chemtank,Long Sword,no item,Mercury's Treads,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729223891,04/02/2022
Sett,Camille,Elise,Irelia,Jinx,Galio,Blade of The Ruined King,Refillable Potion,Stridebreaker,Doran's Blade,Control Ward,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729128895,04/02/2022
Sett,TahmKench,Sejuani,Katarina,Samira,Alistar,Doran's Shield,Sterak's Gage,Stridebreaker,Negatron Cloak,no item,Mercury's Treads,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729203276,04/02/2022
Sett,Renekton,Nidalee,Irelia,Aphelios,Blitzcrank,Dead Man's Plate,Bramble Vest,Goredrinker,Randuin's Omen,Long Sword,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729059717,04/02/2022
Sett,Akshan,Hecarim,Syndra,Aphelios,Thresh,Thornmail,Dead Man's Plate,Stridebreaker,Phage,Ruby Crystal,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5728786446,04/02/2022
Sett,Trundle,Kindred,Katarina,Kaisa,Morgana,Divine Sunderer,Winged Moonplate,Bramble Vest,no item,Cloth Armor,Mercury's Treads,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5727351718,04/02/2022
Sett,Akali,Nunu,Akshan,Vayne,Sion,Doran's Shield,Refillable Potion,Ironspike Whip,Long Sword,Boots,Dagger,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5727317138,04/02/2022
Sett,LeeSin,Zed,Kassadin,Jinx,Thresh,Doran's Blade,Dead Man's Plate,Goredrinker,Caulfield's Warhammer,Chain Vest,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5726923340,04/02/2022
Sett,Teemo,XinZhao,Katarina,Jhin,Nautilus,Doran's Shield,Winged Moonplate,Stridebreaker,Ruby Crystal,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5726838428,04/02/2022
Sett,Akali,LeeSin,Neeko,Aphelios,Thresh,Frostfire Gauntlet,Dead Man's Plate,Refillable Potion,Control Ward,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5726903664,04/02/2022
Sett,Rumble,Viego,Talon,Jhin,Blitzcrank,Dead Man's Plate,Thornmail,Stridebreaker,Doran's Shield,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5726900244,04/02/2022
Sett,Shen,Lillia,Yasuo,Zeri,Yuumi,Frostfire Gauntlet,Titanic Hydra,Control Ward,Ruby Crystal,Doran's Shield,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5725352299,04/02/2022
Sett,Graves,Viego,Katarina,Ezreal,Yuumi,Doran's Shield,Giant's Belt,Stridebreaker,Bramble Vest,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5725237622,04/02/2022
Sett,Renekton,Evelynn,Zed,Zeri,Alistar,Doran's Shield,Bramble Vest,Goredrinker,Phage,Ruby Crystal,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5725138628,04/02/2022
Sett,Darius,Ekko,Talon,Twitch,Rakan,Doran's Blade,Blade of The Ruined King,Ironspike Whip,Kindlegem,Hearthbound Axe,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5725192807,04/02/2022
Sett,Akshan,LeeSin,Irelia,Senna,Blitzcrank,Death's Dance,Blade of The Ruined King,Stridebreaker,Warden's Mail,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5723704141,04/02/2022
Sett,Akali,RekSai,Vex,Jhin,Lux,Force of Nature,Dead Man's Plate,Stridebreaker,Doran's Shield,Phage,Mercury's Treads,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5723546569,04/02/2022
Sett,Rengar,Diana,Irelia,Jinx,Lulu,Dead Man's Plate,Sterak's Gage,Goredrinker,Titanic Hydra,Spirit Visage,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5722740514,04/02/2022
Sett,Vayne,Zac,Vex,KogMaw,Lulu,Turbo Chemtank,Control Ward,Runesteel Spaulders,Refillable Potion,Ruby Crystal,Boots of Swiftness,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5722692590,04/02/2022
Sett,Jax,JarvanIV,Vex,Caitlyn,Lux,Divine Sunderer,Bramble Vest,Blade of The Ruined King,Sterak's Gage,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5722633770,04/02/2022
Sett,Akali,Olaf,Yone,Jhin,Thresh,Sterak's Gage,Refillable Potion,Divine Sunderer,no item,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5721113824,04/02/2022
Sett,Renekton,XinZhao,Vex,Samira,Blitzcrank,Sterak's Gage,Refillable Potion,Stridebreaker,Doran's Blade,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5720957562,04/02/2022
Sett,Senna,Taliyah,Akali,Ezreal,Irelia,Death's Dance,Goredrinker,Boots of Swiftness,Ruby Crystal,Doran's Blade,no item,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5721020983,04/02/2022
Sett,Jax,Hecarim,Yone,Aphelios,Lux,Trinity Force,Blade of The Ruined King,Death's Dance,Phage,Doran's Blade,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5720872921,04/02/2022
Sett,Gangplank,Diana,Qiyana,Ezreal,Karma,Titanic Hydra,Sterak's Gage,Frostfire Gauntlet,Bramble Vest,Giant's Belt,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5720774684,04/02/2022
Sett,Kennen,XinZhao,Akali,Jhin,TahmKench,Death's Dance,Force of Nature,Stridebreaker,Pickaxe,Phage,Mercury's Treads,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5720636037,04/02/2022
Sett,Kennen,Diana,Qiyana,Jinx,Morgana,Long Sword,Control Ward,Stridebreaker,Doran's Shield,Ruby Crystal,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5720314927,04/02/2022
Sett,Renekton,Zac,Veigar,Twitch,Pyke,Phage,Spirit Visage,Goredrinker,no item,Bramble Vest,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5720229456,04/02/2022
Sett,Lucian,MasterYi,Ryze,Ashe,Soraka,Doran's Shield,Sterak's Gage,Stridebreaker,Chain Vest,no item,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5719994715,04/02/2022
Sett,Fiora,Nidalee,Akali,Jhin,Annie,Doran's Blade,Pickaxe,Stridebreaker,Blade of The Ruined King,Bramble Vest,Mercury's Treads,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5719570266,04/02/2022
Sett,Fiora,LeeSin,Anivia,Tristana,Morgana,Sterak's Gage,Chain Vest,Stridebreaker,Blade of The Ruined King,Bramble Vest,Plated Steelcaps,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5719544480,04/02/2022
Sett,Volibear,Trundle,Viktor,Draven,Lulu,Ironspike Whip,Executioner's Calling,Blade of The Ruined King,Hearthbound Axe,Plated Steelcaps,Doran's Blade,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5736925726,04/02/2022
Sett,Kayle,Nidalee,Zed,Aphelios,Blitzcrank,Stridebreaker,Caulfield's Warhammer,Plated Steelcaps,Doran's Shield,Pickaxe,Blade of The Ruined King,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5733821587,04/02/2022
Sett,Darius,LeeSin,Viktor,Ezreal,Karma,Stridebreaker,Broken Stopwatch,Plated Steelcaps,Caulfield's Warhammer,Sterak's Gage,Executioner's Calling,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5733648350,04/02/2022
Sett,Gwen,Hecarim,Akshan,Draven,Yuumi,Stridebreaker,Executioner's Calling,Mobility Boots,Doran's Blade,Phage,Ruby Crystal,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5733633295,04/02/2022
Sett,Fiora,Vi,Corki,Jinx,Lulu,Goredrinker,Plated Steelcaps,Sterak's Gage,Executioner's Calling,Doran's Blade,no item,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5730288684,04/02/2022
Sett,Nunu,Katarina,Soraka,Renekton,Sivir,Doran's Blade,Stridebreaker,Mercury's Treads,Sterak's Gage,no item,no item,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5727301935,04/02/2022
Sett,Gwen,Hecarim,Sylas,Caitlyn,Braum,Mercury's Treads,Stridebreaker,no item,Tiamat,Sterak's Gage,no item,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5726119168,04/02/2022
Sett,Sion,Diana,Vex,Draven,Rell,Goredrinker,Refillable Potion,Phage,Plated Steelcaps,Doran's Blade,Ruby Crystal,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5725767327,04/02/2022
Sett,Tryndamere,Kindred,Ahri,Kaisa,Janna,Stridebreaker,Doran's Shield,Refillable Potion,Plated Steelcaps,Long Sword,no item,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5721126261,04/02/2022
Sett,Renekton,Hecarim,Ahri,Ezreal,Karma,Goredrinker,Doran's Shield,Plated Steelcaps,Pickaxe,Phage,Ruby Crystal,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5719960199,04/02/2022
Sett,Gnar,Nocturne,Nunu,Zeri,Nautilus,Stridebreaker,Plated Steelcaps,Refillable Potion,Phage,no item,Doran's Shield,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5719845158,04/02/2022
Sett,Akshan,LeeSin,Galio,Lucian,Karma,Stridebreaker,Warden's Mail,Death's Dance,Plated Steelcaps,Sterak's Gage,Thornmail,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5719729468,04/02/2022
Sett,Singed,Viego,Veigar,Kaisa,Blitzcrank,Stridebreaker,Doran's Shield,Pickaxe,Plated Steelcaps,Sterak's Gage,Caulfield's Warhammer,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5718185918,04/02/2022
Sett,Darius,Poppy,Nunu,Tristana,Janna,Goredrinker,Plated Steelcaps,Sterak's Gage,Caulfield's Warhammer,Pickaxe,Chain Vest,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5718190317,04/02/2022
Sett,Nocturne,Elise,Yone,Jhin,Karma,Goredrinker,Sterak's Gage,Death's Dance,Plated Steelcaps,Titanic Hydra,Guardian Angel,YCM_po-tQr4kGuJfN0-vTG0DrC3lhBSFRNHm0cldnSN1F5puJQ7UbsJL_6SM_jkityXFFtLIgD7bUw,KR_5717800647,04/02/2022
Sett,Gwen,Vi,Yone,Jhin,Janna,Dead Man's Plate,Pauldrons of Whiterock,Bami's Cinder,Null-Magic Mantle,Cloth Armor,Boots of Swiftness,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5726574355,04/02/2022
Sett,Viktor,LeeSin,Zed,Ziggs,Bard,Pauldrons of Whiterock,Turbo Chemtank,no item,Boots of Swiftness,Dead Man's Plate,no item,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5726240800,04/02/2022
Sett,Malphite,Viego,Katarina,Zeri,Janna,Galeforce,Boots,Control Ward,no item,no item,no item,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5726155009,04/02/2022
Sett,Gangplank,Vi,Viktor,Jhin,Blitzcrank,Pauldrons of Whiterock,Null-Magic Mantle,Bami's Cinder,Dead Man's Plate,Boots of Swiftness,Cloth Armor,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5726076453,04/02/2022
Sett,Renekton,Zac,Zed,Jinx,Pyke,Control Ward,Pauldrons of Whiterock,Dead Man's Plate,Ruby Crystal,Boots of Swiftness,Ruby Crystal,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5725031030,04/02/2022
Sett,Shen,Nidalee,Galio,Vayne,Rakan,Bami's Cinder,Refillable Potion,Pauldrons of Whiterock,Dead Man's Plate,Boots of Swiftness,Cloth Armor,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5724847899,04/02/2022
Sett,Olaf,Diana,Yone,Draven,Thresh,Dead Man's Plate,Runesteel Spaulders,Control Ward,Boots of Swiftness,Cloth Armor,Ruby Crystal,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5724901239,04/02/2022
Sett,Gangplank,Nidalee,Yone,Vayne,Lulu,Runesteel Spaulders,no item,no item,no item,no item,no item,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5724196998,04/02/2022
Sett,Vladimir,MasterYi,Veigar,Jhin,Lux,Dead Man's Plate,Runesteel Spaulders,Control Ward,Null-Magic Mantle,Boots of Swiftness,no item,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5723995791,04/02/2022
Sett,Sion,Poppy,Fizz,Samira,Rakan,Control Ward,Stridebreaker,Pauldrons of Whiterock,Berserker's Greaves,Lord Dominik's Regards,no item,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5724030104,04/02/2022
Sett,RekSai,Diana,Yasuo,Vayne,Lulu,Winged Moonplate,Refillable Potion,Runesteel Spaulders,Plated Steelcaps,Chain Vest,Ruby Crystal,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5723528259,04/02/2022
Sett,Jayce,Talon,Akali,Caitlyn,Lulu,Turbo Chemtank,Pauldrons of Whiterock,no item,no item,Boots of Swiftness,Dead Man's Plate,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5723510170,04/02/2022
Sett,Poppy,Graves,Bard,Zeri,Swain,Doran's Shield,Boots,Refillable Potion,no item,no item,no item,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5722872238,04/02/2022
Sett,Poppy,LeeSin,Corki,Kaisa,Pyke,Turbo Chemtank,no item,Pauldrons of Whiterock,Dead Man's Plate,Boots of Swiftness,no item,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5722241293,04/02/2022
Sett,Sion,Nunu,Leblanc,Zeri,Karma,Refillable Potion,Pauldrons of Whiterock,Bami's Cinder,Dead Man's Plate,Null-Magic Mantle,Boots of Swiftness,TZy1xL7sDWhZ1YVELJUUwyFNkxTR7FoXJM_MDG1z8YunTTBWR0ej0Pi8F8Fe_tRQLGDVCegvidUJxw,KR_5721800210,04/02/2022
Sett,LeeSin,XinZhao,TwistedFate,Jhin,Alistar,Stridebreaker,Phage,Refillable Potion,Plated Steelcaps,Pickaxe,Doran's Blade,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5736230320,04/02/2022
Sett,Camille,RekSai,Vex,Ezreal,Galio,Stridebreaker,Ruby Crystal,Sterak's Gage,Executioner's Calling,Doran's Shield,Plated Steelcaps,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5734618828,04/02/2022
Sett,Camille,Viego,Vex,Sivir,Karma,Refillable Potion,Dead Man's Plate,Kindlegem,Pauldrons of Whiterock,Cloth Armor,Boots of Swiftness,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5734650028,04/02/2022
Sett,Gnar,Hecarim,Ahri,Zeri,Karma,Goredrinker,Control Ward,Phage,Plated Steelcaps,Doran's Shield,Pickaxe,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5734484691,04/02/2022
Sett,Camille,Hecarim,Lissandra,Samira,Leona,Goredrinker,Plated Steelcaps,Ruby Crystal,Doran's Shield,no item,Phage,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5734408319,04/02/2022
Sett,Darius,Talon,Ryze,Ezreal,Rakan,Stridebreaker,Sterak's Gage,Doran's Shield,no item,Plated Steelcaps,no item,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5734297224,04/02/2022
Sett,Jayce,Nidalee,Yone,Jhin,Blitzcrank,Stridebreaker,Giant's Belt,Doran's Shield,Plated Steelcaps,Sterak's Gage,Tiamat,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5733614221,04/02/2022
Sett,Gangplank,Diana,Yone,Jinx,Blitzcrank,Stridebreaker,Sterak's Gage,Control Ward,no item,no item,Plated Steelcaps,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5733537188,04/02/2022
Sett,Braum,Lillia,Yone,Ezreal,Fiora,Stridebreaker,Sterak's Gage,Titanic Hydra,Dead Man's Plate,Ruby Crystal,Plated Steelcaps,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5732806810,04/02/2022
Sett,Jax,Ekko,Irelia,Heimerdinger,Rell,Stridebreaker,Sterak's Gage,Ruby Crystal,Giant's Belt,Plated Steelcaps,Doran's Shield,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5732597069,04/02/2022
Sett,Riven,Lillia,LeeSin,Jinx,Alistar,Stridebreaker,Refillable Potion,Control Ward,Doran's Shield,Ruby Crystal,Plated Steelcaps,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5732600652,04/02/2022
Sett,Jayce,Hecarim,Katarina,Zeri,Bard,Stridebreaker,Sterak's Gage,Dead Man's Plate,Ruby Crystal,Plated Steelcaps,Ruby Crystal,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5732362774,04/02/2022
Sett,Cassiopeia,Viego,Yone,Ezreal,Bard,Stridebreaker,Ruby Crystal,Refillable Potion,Doran's Shield,Plated Steelcaps,Ruby Crystal,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5732185760,04/02/2022
Sett,Malphite,LeeSin,Lucian,Zeri,Bard,Stridebreaker,Tiamat,Sterak's Gage,Doran's Shield,Boots of Swiftness,Giant's Belt,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5732099145,04/02/2022
Sett,Cassiopeia,Talon,Syndra,Aphelios,Morgana,Stridebreaker,Sterak's Gage,Boots of Swiftness,Doran's Shield,Titanic Hydra,Chain Vest,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5731787654,04/02/2022
Sett,Gragas,Gwen,Yasuo,Jinx,Karma,Stridebreaker,Sterak's Gage,Doran's Shield,Plated Steelcaps,Tiamat,Ruby Crystal,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5731201036,04/02/2022
Sett,Vladimir,RekSai,Leblanc,Kaisa,Leona,Stridebreaker,Phage,Refillable Potion,Doran's Shield,Boots of Swiftness,Ruby Crystal,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5731029837,04/02/2022
Sett,Camille,XinZhao,Orianna,Jhin,Pantheon,Stridebreaker,Refillable Potion,Plated Steelcaps,Doran's Shield,Sterak's Gage,Control Ward,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5730994340,04/02/2022
Sett,Camille,Graves,Leona,Xayah,Galio,Runesteel Spaulders,Plated Steelcaps,Null-Magic Mantle,Bami's Cinder,Control Ward,no item,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5730971203,04/02/2022
Sett,Renekton,JarvanIV,Viktor,Jinx,Blitzcrank,Stridebreaker,Refillable Potion,Phage,Plated Steelcaps,Doran's Blade,Ruby Crystal,4r9oF58SGPW03bY87WfJ-B6ToHNJ4XUyHW74qR4ighIUsrLf17tPhOJ3zzw-rCRz_3LSv2-zvYEItA,KR_5729418156,04/02/2022
