Target Champ,Enemy 1,Enemy 2,Enemy 3,Enemy 4,Enemy 5,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Player puuid,Match ID,Date added
Sett,Aatrox,XinZhao,Viktor,Draven,Bard,Goredrinker,Plated Steelcaps,Sterak's Gage,Bramble Vest,Ruby Crystal,Doran's Shield,IjbWujhjPCq3tLsqJG7APpDU2Tr5TyhMbLAVPRD7bPO_Ggya2mTL1DjnO3MvJMNn6zv6paCGn3bfsA,EUW1_5706045961,3/2/2022
Sett,Riven,Diana,Ryze,Vayne,Thresh,Doran's Blade,Goredrinker,Refillable Potion,Plated Steelcaps,Phage,Pickaxe,IjbWujhjPCq3tLsqJG7APpDU2Tr5TyhMbLAVPRD7bPO_Ggya2mTL1DjnO3MvJMNn6zv6paCGn3bfsA,EUW1_5705770144,3/2/2022
Sett,Yone,Viego,Ekko,Anivia,Soraka,Goredrinker,Plated Steelcaps,Ruby Crystal,no item,no item,Doran's Blade,IjbWujhjPCq3tLsqJG7APpDU2Tr5TyhMbLAVPRD7bPO_Ggya2mTL1DjnO3MvJMNn6zv6paCGn3bfsA,EUW1_5705753251,3/2/2022
Sett,Shen,Nocturne,Sylas,Jinx,Lulu,Goredrinker,Black Cleaver,Bramble Vest,Plated Steelcaps,Phage,no item,IjbWujhjPCq3tLsqJG7APpDU2Tr5TyhMbLAVPRD7bPO_Ggya2mTL1DjnO3MvJMNn6zv6paCGn3bfsA,EUW1_5705549279,3/2/2022
Sett,Camille,Taliyah,Shaco,Ezreal,Veigar,Goredrinker,Black Cleaver,Giant's Belt,Pickaxe,Sterak's Gage,Plated Steelcaps,IjbWujhjPCq3tLsqJG7APpDU2Tr5TyhMbLAVPRD7bPO_Ggya2mTL1DjnO3MvJMNn6zv6paCGn3bfsA,EUW1_5705542335,3/2/2022
Sett,Akali,LeeSin,Akshan,Neeko,Nami,Goredrinker,Refillable Potion,Sterak's Gage,Mercury's Treads,Long Sword,Doran's Shield,IjbWujhjPCq3tLsqJG7APpDU2Tr5TyhMbLAVPRD7bPO_Ggya2mTL1DjnO3MvJMNn6zv6paCGn3bfsA,EUW1_5704801243,3/2/2022
Sett,Poppy,Hecarim,Vex,Jhin,Zilean,Goredrinker,Sterak's Gage,Control Ward,Black Cleaver,Mercury's Treads,Ruby Crystal,IjbWujhjPCq3tLsqJG7APpDU2Tr5TyhMbLAVPRD7bPO_Ggya2mTL1DjnO3MvJMNn6zv6paCGn3bfsA,EUW1_5704664964,3/2/2022
Sett,Darius,Khazix,Morgana,Jhin,Nautilus,Silvermere Dawn,Goredrinker,Black Cleaver,Thornmail,Titanic Hydra,Sterak's Gage,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5708772921,3/2/2022
Sett,Corki,Amumu,MissFortune,Senna,Illaoi,Black Cleaver,Blade of The Ruined King,Giant's Belt,Mercury's Treads,Trinity Force,Tiamat,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5708616883,3/2/2022
Sett,Volibear,Shyvana,Akshan,Lux,Nami,Titanic Hydra,Blade of The Ruined King,Plated Steelcaps,Trinity Force,Black Cleaver,Ruby Crystal,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5707479950,3/2/2022
Sett,Rumble,Warwick,Zed,Jhin,Lux,Doran's Blade,Goredrinker,Giant's Belt,Mercury's Treads,Sterak's Gage,Ruby Crystal,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5705867829,3/2/2022
Sett,Diana,Zilean,Alistar,Zeri,Nunu,Titanic Hydra,Stridebreaker,Mercury's Treads,Sterak's Gage,Caulfield's Warhammer,no item,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5705788667,3/2/2022
Sett,Darius,Rammus,Viktor,Jinx,Lulu,Plated Steelcaps,Turbo Chemtank,no item,no item,no item,Pauldrons of Whiterock,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5705644166,3/2/2022
Sett,Vayne,Ezreal,Irelia,Ekko,Twitch,Pauldrons of Whiterock,Plated Steelcaps,Stridebreaker,Phage,Pickaxe,Ruby Crystal,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5704280859,3/2/2022
Sett,Warwick,RekSai,Xerath,Jhin,Brand,Titanic Hydra,Goredrinker,Sterak's Gage,Mercury's Treads,no item,Executioner's Calling,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5703417617,3/2/2022
Sett,Jayce,Ekko,Qiyana,Veigar,Senna,Titanic Hydra,Goredrinker,Plated Steelcaps,Sterak's Gage,Giant's Belt,Bramble Vest,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5703370778,3/2/2022
Sett,Gwen,Kindred,Leblanc,Senna,Blitzcrank,Sterak's Gage,Goredrinker,Giant's Belt,Executioner's Calling,Plated Steelcaps,Ruby Crystal,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5703227410,3/2/2022
Sett,Akali,Graves,Zed,Vayne,Morgana,Doran's Shield,Goredrinker,Plated Steelcaps,Ruby Crystal,Pickaxe,Ruby Crystal,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5702838973,3/2/2022
Sett,Sylas,Kayn,Xerath,Jhin,Sion,Doran's Blade,Blade of The Ruined King,Divine Sunderer,Control Ward,Boots,Hullbreaker,e-nhGOD2xFQIPBa7HB243wILjEfOJ9Iq8K-AWrFUTlA1R1S0sXj24PnkjipWk544gZYCyJeJY9TPFA,EUW1_5702774263,3/2/2022
Sett,TahmKench,Viego,Ahri,Jhin,Soraka,Stridebreaker,Blade of The Ruined King,Executioner's Calling,Mercury's Treads,Phage,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5710115555,3/2/2022
Sett,Zoe,LeeSin,Qiyana,Jhin,Ahri,Stridebreaker,Plated Steelcaps,Phage,Blade of The Ruined King,Pickaxe,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5709680324,3/2/2022
Sett,Akali,Viego,Xerath,Tristana,Alistar,Stridebreaker,Blade of The Ruined King,Sterak's Gage,Plated Steelcaps,Long Sword,Death's Dance,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5709672367,3/2/2022
Sett,Tryndamere,RekSai,Sylas,Kaisa,Soraka,Stridebreaker,Pickaxe,Phage,no item,Plated Steelcaps,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5699106810,3/2/2022
Sett,Yuumi,KogMaw,Kaisa,Anivia,Malzahar,Goredrinker,Boots of Swiftness,Sterak's Gage,Winged Moonplate,Guardian's Horn,Spirit Visage,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5697294974,3/2/2022
Sett,Chogath,Gwen,Fizz,Samira,Senna,Stridebreaker,Sterak's Gage,Mercury's Treads,Tiamat,no item,Blade of The Ruined King,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5697203078,3/2/2022
Sett,Jax,Diana,Vayne,Senna,Thresh,Stridebreaker,Death's Dance,Blade of The Ruined King,Thornmail,Plated Steelcaps,Sterak's Gage,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5692633285,3/2/2022
Sett,Gnar,Diana,Zed,Ezreal,Alistar,Turbo Chemtank,Pauldrons of Whiterock,Bramble Vest,Dead Man's Plate,Ruby Crystal,Boots of Swiftness,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5688271758,3/2/2022
Sett,Poppy,Viego,Anivia,Jinx,Morgana,Stridebreaker,Mercury's Treads,Doran's Blade,Blade of The Ruined King,Ruby Crystal,Ruby Crystal,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5685783037,3/2/2022
Sett,Aatrox,Viego,Orianna,Aphelios,Blitzcrank,Stridebreaker,Sterak's Gage,Thornmail,Plated Steelcaps,no item,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5685233205,3/2/2022
Sett,Sylas,Hecarim,Viktor,Vayne,Sona,Stridebreaker,Refillable Potion,Phage,Doran's Shield,Mercury's Treads,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5685137741,3/2/2022
Sett,Akali,Rengar,Zeri,Varus,Senna,Stridebreaker,Sterak's Gage,Ruby Crystal,Doran's Shield,Plated Steelcaps,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5685098656,3/2/2022
Sett,Darius,Udyr,Corki,Caitlyn,Janna,Stridebreaker,Sterak's Gage,Executioner's Calling,Ruby Crystal,Plated Steelcaps,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5685010495,3/2/2022
Sett,Riven,Khazix,Vex,Jhin,Janna,Stridebreaker,Phage,no item,Ruby Crystal,Executioner's Calling,Plated Steelcaps,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5683462171,3/2/2022
Sett,Camille,Viego,Viktor,Twitch,Maokai,Hearthbound Axe,Plated Steelcaps,Executioner's Calling,Blade of The Ruined King,Kindlegem,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5683389621,3/2/2022
Sett,Zeri,Varus,Akali,Jinx,Janna,Goredrinker,Plated Steelcaps,Sterak's Gage,Thornmail,Ruby Crystal,Long Sword,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5683393379,3/2/2022
Sett,Aatrox,Khazix,Malzahar,Tristana,Lulu,Stridebreaker,Long Sword,Plated Steelcaps,Executioner's Calling,Doran's Blade,Long Sword,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5682541898,3/2/2022
Sett,Darius,Hecarim,Viktor,Jinx,Lulu,Stridebreaker,Blade of The Ruined King,Plated Steelcaps,Executioner's Calling,Sterak's Gage,Chain Vest,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5682353195,3/2/2022
Sett,DrMundo,Nocturne,Azir,Zeri,Pyke,Stridebreaker,Sterak's Gage,Plated Steelcaps,Executioner's Calling,Blade of The Ruined King,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5682016523,3/2/2022
Sett,Fiora,JarvanIV,Anivia,Zeri,Yuumi,Goredrinker,Sterak's Gage,Spectre's Cowl,Plated Steelcaps,Blade of The Ruined King,Kindlegem,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5681321096,3/2/2022
Sett,Tryndamere,Viego,Lux,Jinx,Morgana,Stridebreaker,Sterak's Gage,Executioner's Calling,Plated Steelcaps,Spectre's Cowl,Dead Man's Plate,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5681226339,3/2/2022
Sett,Fiora,Diana,Lucian,Seraphine,Janna,Goredrinker,Blade of The Ruined King,Mercury's Treads,Sterak's Gage,Spectre's Cowl,Executioner's Calling,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5680988731,3/2/2022
Sett,Darius,Nunu,Akshan,Ezreal,Neeko,Stridebreaker,Executioner's Calling,Plated Steelcaps,Sterak's Gage,Pickaxe,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5681016795,3/2/2022
Sett,Gwen,XinZhao,Kassadin,Jinx,Morgana,Stridebreaker,no item,Boots,no item,Executioner's Calling,Doran's Blade,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5681075390,3/2/2022
Sett,Singed,Viego,Katarina,Jhin,Brand,Stridebreaker,Blade of The Ruined King,Pickaxe,Mercury's Treads,Sterak's Gage,no item,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5680991008,3/2/2022
Sett,Gangplank,Khazix,Akali,Jhin,Karma,Stridebreaker,Refillable Potion,Vampiric Scepter,Dagger,Plated Steelcaps,Doran's Shield,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5678555289,3/2/2022
Sett,Kayle,Vi,Leblanc,Vayne,Senna,Sterak's Gage,Stridebreaker,Kindlegem,Plated Steelcaps,Doran's Blade,Giant's Belt,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5678012754,3/2/2022
Sett,Corki,Ezreal,DrMundo,Lux,Jinx,Guardian's Horn,Goredrinker,Refillable Potion,Plated Steelcaps,Giant's Belt,Bramble Vest,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5677376698,3/2/2022
Sett,Ornn,Amumu,Yasuo,Jinx,Leona,Stridebreaker,Titanic Hydra,Plated Steelcaps,Blade of The Ruined King,no item,Sterak's Gage,OiI9Rw7u_SXAEN7PCu13IteFrVB_vgWZqmQMh7zXrxviEF54fuK2EnIiv4lbaRdO4Ji8_rXqMRxAjw,EUW1_5675584021,3/2/2022
Sett,Mordekaiser,Nunu,Ahri,KogMaw,Lulu,Death's Dance,Sterak's Gage,Goredrinker,Mercury's Treads,Null-Magic Mantle,Ruby Crystal,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5708210638,3/2/2022
Sett,MonkeyKing,Evelynn,Qiyana,Caitlyn,Yuumi,Doran's Blade,Caulfield's Warhammer,Ironspike Whip,Ruby Crystal,no item,Plated Steelcaps,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5708165679,3/2/2022
Sett,Camille,Hecarim,Yasuo,Jhin,Nautilus,Plated Steelcaps,Goredrinker,Blade of The Ruined King,Thornmail,Death's Dance,Ruby Crystal,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5707870897,3/2/2022
Sett,Yone,Volibear,Cassiopeia,Vayne,Senna,Sterak's Gage,Plated Steelcaps,Goredrinker,Death's Dance,Winged Moonplate,no item,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5707640552,3/2/2022
Sett,Jax,RekSai,Fizz,Ezreal,Yuumi,Death's Dance,Plated Steelcaps,Goredrinker,Thornmail,Sterak's Gage,Ruby Crystal,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5702546277,3/2/2022
Sett,Fiora,Diana,Lissandra,Zeri,Lulu,Thornmail,Sterak's Gage,Goredrinker,Mercury's Treads,Force of Nature,Long Sword,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5702454506,3/2/2022
Sett,Trundle,Gwen,Yasuo,Jhin,Rakan,Sterak's Gage,Death's Dance,Goredrinker,Doran's Blade,Cloth Armor,Boots,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5702312541,3/2/2022
Sett,Darius,Khazix,Veigar,Caitlyn,Senna,Sterak's Gage,Bramble Vest,Goredrinker,Plated Steelcaps,Force of Nature,Ruby Crystal,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5698853517,3/2/2022
Sett,Akali,XinZhao,Velkoz,Ezreal,Sona,Sterak's Gage,Bramble Vest,Goredrinker,Force of Nature,Boots of Swiftness,Giant's Belt,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5698766105,3/2/2022
Sett,Jax,Sejuani,Fizz,Ezreal,Zilean,no item,Goredrinker,Sterak's Gage,no item,Mercury's Treads,Giant's Belt,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5698293996,3/2/2022
Sett,Jayce,Zed,Corki,Caitlyn,Nami,Sterak's Gage,Thornmail,Goredrinker,Ruby Crystal,no item,Plated Steelcaps,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5694777614,3/2/2022
Sett,Gwen,Khazix,Taliyah,Jhin,Janna,Ruby Crystal,Plated Steelcaps,Goredrinker,Bramble Vest,Phage,no item,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5694691377,3/2/2022
Sett,Camille,Elise,Ekko,Senna,Janna,Doran's Blade,Ruby Crystal,Blade of The Ruined King,Boots,Ironspike Whip,no item,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5694488790,3/2/2022
Sett,Gragas,Viego,Sylas,Tristana,Bard,Doran's Blade,Plated Steelcaps,Goredrinker,Sterak's Gage,Thornmail,no item,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5694551567,3/2/2022
Sett,Jayce,Diana,TwistedFate,Zeri,Bard,Plated Steelcaps,Sterak's Gage,Goredrinker,no item,no item,no item,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5694416076,3/2/2022
Sett,Azir,Ekko,Evelynn,Twitch,Morgana,Death's Dance,Goredrinker,Titanic Hydra,Plated Steelcaps,Force of Nature,Sterak's Gage,4OS-XixMcjV3Fl2Zonl3B-xeLwnvZV-6dh2RmTcH4BPzrxWm0fS8EsvtK5XBwl-V8tNjsTZi4K2rPQ,EUW1_5693800550,3/2/2022
Sett,Jayce,Graves,Katarina,Zeri,Janna,Doran's Shield,Plated Steelcaps,Vampiric Scepter,Dagger,Stridebreaker,Dagger,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5710402893,3/2/2022
Sett,Yorick,Khazix,Vladimir,Vayne,Soraka,Bramble Vest,Blade of The Ruined King,Pickaxe,Phage,Stridebreaker,Plated Steelcaps,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5709742470,3/2/2022
Sett,Aatrox,Diana,Zoe,Jhin,Leona,Trinity Force,Executioner's Calling,Blade of The Ruined King,Plated Steelcaps,Sterak's Gage,Spectre's Cowl,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5709432641,3/2/2022
Sett,Jayce,LeeSin,Zoe,Caitlyn,Blitzcrank,Doran's Shield,Mercury's Treads,Trinity Force,Sterak's Gage,Titanic Hydra,Chain Vest,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5708548548,3/2/2022
Sett,Akshan,LeeSin,Xerath,Zeri,Thresh,Sterak's Gage,Plated Steelcaps,Bramble Vest,Winged Moonplate,Stridebreaker,no item,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5708511340,3/2/2022
Sett,Ornn,LeeSin,Yasuo,Vayne,Janna,Recurve Bow,Sterak's Gage,Bramble Vest,Vampiric Scepter,Goredrinker,Plated Steelcaps,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5706317731,3/2/2022
Sett,Ornn,Rengar,Viktor,Ezreal,Vex,Force of Nature,Sterak's Gage,Bramble Vest,no item,Goredrinker,Mercury's Treads,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5706010551,3/2/2022
Sett,LeeSin,Shaco,Trundle,Janna,Kalista,Bloodthirster,Mercury's Treads,Edge of Night,The Collector,Prowler's Claw,Cloak of Agility,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5703986635,3/2/2022
Sett,Teemo,Qiyana,Renekton,Sivir,Morgana,Titanic Hydra,Doran's Blade,no item,no item,Stridebreaker,Mercury's Treads,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5703203052,3/2/2022
Sett,Gwen,LeeSin,Syndra,Zeri,Janna,no item,Plated Steelcaps,Trinity Force,no item,Dead Man's Plate,no item,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5703066716,3/2/2022
Sett,Fiora,Udyr,Ryze,Jinx,Janna,Divine Sunderer,Bramble Vest,Plated Steelcaps,Ruby Crystal,Refillable Potion,Long Sword,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5703048181,3/2/2022
Sett,Karma,Lillia,Talon,Caitlyn,Zyra,Doran's Shield,Phage,Bramble Vest,Control Ward,Stridebreaker,Mercury's Treads,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5703037021,3/2/2022
Sett,Irelia,Hecarim,Sylas,Senna,Rakan,Doran's Blade,Bramble Vest,Mercury's Treads,no item,Goredrinker,Sterak's Gage,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5703015692,3/2/2022
Sett,Gwen,Nocturne,Zeri,Jhin,Xerath,Hullbreaker,Trinity Force,Blade of The Ruined King,Titanic Hydra,Plated Steelcaps,Executioner's Calling,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5702636647,3/2/2022
Sett,Velkoz,Caitlyn,Nunu,Orianna,Quinn,The Collector,Mercury's Treads,B. F. Sword,no item,Galeforce,no item,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5702640816,3/2/2022
Sett,Gwen,LeeSin,Lux,Ezreal,Seraphine,Sterak's Gage,Blade of The Ruined King,Bramble Vest,Plated Steelcaps,Trinity Force,Tiamat,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5702288851,3/2/2022
Sett,Akali,Zac,Orianna,Zeri,Pyke,Sterak's Gage,Mercury's Treads,Control Ward,Tiamat,Turbo Chemtank,Giant's Belt,3N5qfX5q0c1tbz5i3dgpiK9DBlwnLTmUPp2L4DJNlqReSwdBrlnIDHzDVi-93-0yd-pbKPbsIouHDA,EUW1_5702057592,3/2/2022
